road_id,segment_id,osm_way_id,from_lat,from_lon,to_lat,to_lon,length_m,road_type,lanes,speed_limit_kph,oneway,province,municipality
N3,N3_000122,,-26.341018,27.861632,-26.341354,27.856376,584.6,national,4,100,1,Gauteng,Ekurhuleni
N3,N3_000123,,-26.2162,28.573533,-26.213035,28.569023,611.6,national,4,60,1,Gauteng,City of Tshwane
N3,N3_000124,,-25.591537,27.676142,-25.585498,27.670522,915.7,national,2,100,0,Gauteng,Ekurhuleni
N3,N3_000125,,-26.473687,28.15295,-26.482899,28.158722,1206.6,national,2,100,0,Gauteng,City of Johannesburg
N3,N3_000126,,-25.417484,27.792063,-25.419174,27.786079,690.2,national,4,100,1,Gauteng,City of Johannesburg
N3,N3_000127,,-26.265939,28.389628,-26.266302,28.395758,681.6,national,4,100,0,Gauteng,City of Tshwane
N3,N3_000128,,-25.348239,27.568908,-25.338909,27.576111,1308.3,national,4,120,1,Gauteng,City of Johannesburg
N3,N3_000129,,-25.572113,27.416702,-25.571382,27.415798,129.1,national,4,100,1,Gauteng,Ekurhuleni
N3,N3_000130,,-25.377621,27.530015,-25.382945,27.520515,1208.7,national,4,100,0,Gauteng,Ekurhuleni
N3,N3_000131,,-26.517818,28.388626,-26.50963,28.38467,1009.4,national,3,60,0,Gauteng,City of Johannesburg
N3,N3_000132,,-25.36986,27.765238,-25.370008,27.757182,894.4,national,4,80,1,Gauteng,City of Tshwane
N3,N3_000133,,-26.117685,28.539257,-26.113755,28.540061,445.2,national,4,80,1,Gauteng,Ekurhuleni
N3,N3_000134,,-26.471272,27.987216,-26.47311,27.996246,1022.9,national,2,100,0,Gauteng,City of Tshwane
N3,N3_000135,,-26.021895,27.683335,-26.024641,27.692954,1110.3,national,3,100,0,Gauteng,City of Tshwane
N3,N3_000136,,-26.241354,28.561848,-26.232374,28.568332,1229.5,national,2,80,0,Gauteng,City of Johannesburg
N3,N3_000137,,-25.577167,27.692283,-25.584649,27.693575,842.7,national,2,80,0,Gauteng,City of Johannesburg
N3,N3_000138,,-26.172873,27.577065,-26.164862,27.567122,1417.3,national,2,80,1,Gauteng,City of Johannesburg
N3,N3_000139,,-26.457096,28.439737,-26.46446,28.436902,875.9,national,2,100,0,Gauteng,City of Johannesburg
N3,N3_000140,,-26.255022,27.55211,-26.256603,27.544383,875.5,national,2,120,1,Gauteng,City of Tshwane
N3,N3_000141,,-25.932791,27.530865,-25.932714,27.539773,988.9,national,2,100,1,Gauteng,Ekurhuleni
N3,N3_000142,,-25.346766,27.47299,-25.347186,27.471022,223.3,national,4,60,1,Gauteng,Ekurhuleni
N3,N3_000143,,-25.417389,27.488189,-25.425773,27.490355,961.2,national,2,80,1,Gauteng,Ekurhuleni
N3,N3_000144,,-25.777,28.058028,-25.780496,28.067921,1164.6,national,4,100,1,Gauteng,Ekurhuleni
N3,N3_000145,,-25.812945,27.519014,-25.808909,27.52607,902.3,national,4,80,1,Gauteng,City of Tshwane
N3,N3_000146,,-25.445482,27.896576,-25.438934,27.894551,760.8,national,4,60,1,Gauteng,City of Tshwane
N3,N3_000147,,-26.193719,27.705868,-26.184647,27.709604,1089.0,national,3,60,0,Gauteng,City of Johannesburg
N3,N3_000148,,-26.478801,27.515877,-26.474025,27.522112,871.8,national,4,60,1,Gauteng,Ekurhuleni
N3,N3_000149,,-26.441099,27.824318,-26.437792,27.829324,665.9,national,4,60,1,Gauteng,Ekurhuleni
N3,N3_000150,,-26.193816,27.524321,-26.193668,27.517416,766.7,national,3,80,0,Gauteng,City of Tshwane
N3,N3_000151,,-25.501015,27.841073,-25.495763,27.842555,605.7,national,3,60,1,Gauteng,City of Johannesburg
N3,N3_000152,,-26.365459,28.243239,-26.369279,28.240035,553.4,national,2,80,0,Gauteng,Ekurhuleni
N3,N3_000153,,-25.745452,27.483503,-25.740633,27.492939,1176.1,national,2,80,1,Gauteng,City of Tshwane
N3,N3_000154,,-26.01026,27.588891,-26.014027,27.585379,571.7,national,4,60,0,Gauteng,City of Johannesburg
N3,N3_000155,,-26.395367,28.141406,-26.391888,28.136848,636.5,national,4,120,1,Gauteng,Ekurhuleni
N3,N3_000156,,-26.025343,27.7278,-26.020244,27.720076,1027.3,national,3,60,1,Gauteng,Ekurhuleni
N3,N3_000157,,-25.717968,27.983959,-25.714625,27.974867,1075.2,national,3,60,0,Gauteng,City of Johannesburg
N3,N3_000158,,-26.208155,27.653481,-26.21541,27.648591,971.2,national,3,60,0,Gauteng,City of Tshwane
N3,N3_000159,,-25.628882,27.610834,-25.631278,27.614907,524.6,national,4,100,0,Gauteng,City of Tshwane
N3,N3_000160,,-25.479706,27.450763,-25.489331,27.459186,1419.7,national,3,120,1,Gauteng,Ekurhuleni
N3,N3_000161,,-25.767816,27.747418,-25.769715,27.756742,1056.2,national,2,120,1,Gauteng,City of Johannesburg
N3,N3_000162,,-26.032275,27.527036,-26.033561,27.525045,263.1,national,2,120,1,Gauteng,Ekurhuleni
N3,N3_000163,,-26.158633,27.799682,-26.16527,27.799892,737.1,national,2,80,1,Gauteng,City of Tshwane
N3,N3_000164,,-25.654407,28.382738,-25.648106,28.377463,912.1,national,2,100,0,Gauteng,City of Johannesburg
N3,N3_000165,,-25.816881,28.312258,-25.813771,28.305801,795.5,national,4,120,1,Gauteng,Ekurhuleni
N3,N3_000166,,-25.61216,27.938686,-25.603677,27.939976,952.4,national,4,100,1,Gauteng,City of Johannesburg
N3,N3_000167,,-26.028308,27.962705,-26.02568,27.968632,719.6,national,4,60,1,Gauteng,Ekurhuleni
N3,N3_000168,,-26.503552,27.954091,-26.5128,27.951466,1067.1,national,3,60,0,Gauteng,Ekurhuleni
N3,N3_000169,,-25.827696,27.861379,-25.826089,27.870464,1024.0,national,4,60,1,Gauteng,Ekurhuleni
N3,N3_000170,,-25.752611,27.785832,-25.753098,27.778849,777.0,national,2,120,0,Gauteng,City of Tshwane
N3,N3_000171,,-25.322899,27.501195,-25.319976,27.491978,1073.3,national,4,120,1,Gauteng,Ekurhuleni
N3,N3_000172,,-25.920428,27.590495,-25.922971,27.586153,558.5,national,3,100,0,Gauteng,Ekurhuleni
N3,N3_000173,,-25.758503,27.479094,-25.766613,27.482662,983.4,national,3,100,0,Gauteng,City of Tshwane
N3,N3_000174,,-26.494047,28.196335,-26.485712,28.19254,1016.6,national,4,120,0,Gauteng,Ekurhuleni
N3,N3_000175,,-25.678516,27.501663,-25.677338,27.504533,344.4,national,3,80,0,Gauteng,Ekurhuleni
N3,N3_000176,,-25.728407,28.010186,-25.738042,28.006363,1150.6,national,2,100,1,Gauteng,City of Johannesburg
N3,N3_000177,,-26.305494,27.565078,-26.313951,27.571967,1210.7,national,2,60,1,Gauteng,Ekurhuleni
N3,N3_000178,,-26.429636,27.852064,-26.436391,27.858691,1050.4,national,4,80,1,Gauteng,City of Johannesburg
N3,N3_000179,,-26.065884,28.211636,-26.071133,28.21052,595.7,national,3,120,0,Gauteng,Ekurhuleni
N3,N3_000180,,-26.289081,28.558716,-26.283394,28.566795,1096.7,national,2,100,1,Gauteng,City of Tshwane
N3,N3_000181,,-25.59973,28.333749,-25.599672,28.332122,180.7,national,2,80,0,Gauteng,City of Tshwane
N3,N3_000182,,-26.532166,27.976709,-26.534742,27.985395,1005.6,national,4,60,1,Gauteng,City of Johannesburg
N3,N3_000183,,-25.607948,27.72735,-25.599842,27.720297,1192.7,national,3,60,0,Gauteng,City of Tshwane
N3,N3_000184,,-25.449981,28.516566,-25.451683,28.514495,297.5,national,3,80,1,Gauteng,City of Johannesburg
N3,N3_000185,,-26.112614,27.433825,-26.103997,27.440609,1217.3,national,4,100,0,Gauteng,City of Johannesburg
N3,N3_000186,,-26.550206,28.500875,-26.550757,28.507497,737.6,national,4,120,1,Gauteng,Ekurhuleni
N3,N3_000187,,-26.593173,27.495071,-26.598055,27.50177,920.1,national,4,120,0,Gauteng,City of Tshwane
N3,N3_000188,,-26.291068,27.546218,-26.296299,27.548997,657.5,national,4,120,0,Gauteng,City of Johannesburg
N3,N3_000189,,-25.512306,27.999795,-25.511585,28.002434,303.7,national,4,80,0,Gauteng,City of Tshwane
N3,N3_000190,,-26.041989,28.137771,-26.047178,28.136102,605.0,national,4,60,1,Gauteng,City of Johannesburg
N3,N3_000191,,-25.360575,28.052898,-25.354847,28.05305,636.1,national,2,120,1,Gauteng,City of Johannesburg
N3,N3_000192,,-25.773628,28.577247,-25.778555,28.567572,1205.2,national,2,100,0,Gauteng,Ekurhuleni
N3,N3_000193,,-25.745764,27.524397,-25.744126,27.529531,598.1,national,2,60,1,Gauteng,Ekurhuleni
N3,N3_000194,,-26.159889,28.171355,-26.153281,28.175049,840.3,national,4,120,0,Gauteng,City of Johannesburg
N3,N3_000195,,-26.517969,28.331428,-26.518815,28.327297,468.1,national,2,80,0,Gauteng,City of Tshwane
N3,N3_000196,,-25.386618,28.01846,-25.376836,28.019321,1090.0,national,3,60,0,Gauteng,City of Tshwane
N3,N3_000197,,-26.135934,28.33701,-26.128618,28.333648,893.7,national,2,100,1,Gauteng,City of Tshwane
N3,N3_000198,,-25.6337,28.473565,-25.635967,28.483039,1081.4,national,3,120,1,Gauteng,Ekurhuleni
N3,N3_000199,,-26.253263,27.499134,-26.254773,27.497746,227.7,national,2,100,1,Gauteng,City of Johannesburg
N3,N3_000200,,-26.49591,28.193103,-26.49978,28.195155,486.3,national,3,80,1,Gauteng,City of Tshwane
N3,N3_000201,,-26.018731,28.272177,-26.010499,28.274474,948.7,national,3,100,0,Gauteng,City of Johannesburg
N3,N3_000202,,-25.727461,27.887452,-25.727199,27.89245,555.5,national,2,60,0,Gauteng,Ekurhuleni
N3,N3_000203,,-25.718484,27.925807,-25.725959,27.920527,1015.9,national,4,100,1,Gauteng,City of Tshwane
N3,N3_000204,,-25.365693,27.438862,-25.372624,27.43786,777.4,national,3,100,1,Gauteng,City of Johannesburg
N3,N3_000205,,-25.853902,28.035352,-25.855941,28.038343,401.8,national,2,60,0,Gauteng,Ekurhuleni
N3,N3_000206,,-26.358138,28.021294,-26.349867,28.013649,1250.2,national,3,120,0,Gauteng,Ekurhuleni
N3,N3_000207,,-26.22875,28.499775,-26.228926,28.492228,838.0,national,2,120,0,Gauteng,Ekurhuleni
N3,N3_000208,,-26.021355,27.505349,-26.017716,27.512259,866.9,national,3,100,0,Gauteng,Ekurhuleni
N3,N3_000209,,-25.895177,28.469598,-25.88815,28.473834,910.8,national,4,80,1,Gauteng,Ekurhuleni
N3,N3_000210,,-26.308486,28.582159,-26.302645,28.576894,872.9,national,3,60,1,Gauteng,Ekurhuleni
N3,N3_000211,,-25.856039,27.960887,-25.846379,27.953482,1351.0,national,2,60,1,Gauteng,City of Tshwane
N3,N3_000212,,-25.300526,28.262644,-25.300012,28.268027,600.3,national,4,60,0,Gauteng,City of Tshwane
N3,N3_000213,,-25.76496,27.939969,-25.761358,27.936859,528.2,national,4,80,0,Gauteng,City of Tshwane
N3,N3_000214,,-25.946277,28.441854,-25.939649,28.442216,736.8,national,3,80,0,Gauteng,City of Tshwane
N3,N3_000215,,-25.384841,27.670564,-25.375891,27.670942,994.3,national,3,60,1,Gauteng,City of Johannesburg
N3,N3_000216,,-25.774426,28.06101,-25.781923,28.057066,940.2,national,4,60,0,Gauteng,Ekurhuleni
N3,N3_000217,,-25.375911,27.585033,-25.372736,27.589446,603.4,national,4,100,0,Gauteng,City of Johannesburg
N3,N3_000218,,-26.49441,28.538256,-26.48899,28.533549,796.9,national,2,120,0,Gauteng,City of Tshwane
N3,N3_000219,,-25.444304,28.054693,-25.441466,28.050735,540.6,national,2,120,1,Gauteng,City of Tshwane
N3,N3_000220,,-26.505135,27.471896,-26.506343,27.471581,138.6,national,2,100,0,Gauteng,City of Tshwane
N3,N3_000221,,-25.480069,27.78318,-25.470309,27.780087,1136.5,national,3,80,1,Gauteng,Ekurhuleni
N3,N3_000222,,-25.869853,27.782939,-25.870524,27.778288,521.6,national,2,80,0,Gauteng,City of Johannesburg
N3,N3_000223,,-26.222724,27.86098,-26.220416,27.855945,614.7,national,2,100,1,Gauteng,City of Johannesburg
N3,N3_000224,,-25.607942,27.997919,-25.607648,27.997894,50.0,national,3,120,0,Gauteng,City of Johannesburg
N3,N3_000225,,-25.371197,28.006533,-25.361863,28.000836,1213.8,national,3,60,0,Gauteng,City of Tshwane
N3,N3_000226,,-25.956638,28.458807,-25.953553,28.458219,348.6,national,4,60,0,Gauteng,City of Tshwane
N3,N3_000227,,-26.425885,27.717367,-26.428569,27.715432,367.3,national,2,120,0,Gauteng,Ekurhuleni
N3,N3_000228,,-25.869638,27.835029,-25.873866,27.832756,532.8,national,3,100,0,Gauteng,City of Johannesburg
N3,N3_000229,,-25.332392,27.872684,-25.326494,27.869466,745.8,national,3,80,0,Gauteng,Ekurhuleni
N3,N3_000230,,-25.938141,28.000093,-25.947235,27.992834,1291.6,national,3,120,1,Gauteng,City of Johannesburg
N3,N3_000231,,-25.811861,28.018607,-25.815302,28.020868,457.0,national,2,120,1,Gauteng,Ekurhuleni
N3,N3_000232,,-26.162715,28.393947,-26.162068,28.398122,468.9,national,3,120,0,Gauteng,City of Tshwane
N3,N3_000233,,-26.169389,27.531526,-26.171058,27.52768,465.4,national,4,60,1,Gauteng,City of Tshwane
N3,N3_000234,,-25.342808,28.339485,-25.337285,28.341038,636.8,national,4,60,1,Gauteng,City of Johannesburg
